"","sif_mean","prec_tot","c.NA..0.0370583422482014..NA...0.000374449853552505..0.0797383338212967..","lon","lat","optional"
"288",0.295229503919054,1442.95,NA,-65,-6.5,TRUE
"289",0.318290987610817,1671.55,-0.157275542616844,-65,-6,TRUE
"290",0.279475601920246,2094.93,NA,-65,-5.5,TRUE
"291",0.253969437735421,2581.77,NA,-65,-5,TRUE
"292",0.298138300577799,2984.89,NA,-65,-4.5,TRUE
"293",0.263689359029134,3206.8,NA,-65,-4,TRUE
"294",0.331762615291552,3225.02,NA,-65,-3.5,TRUE
"295",0.318687352977815,3108.86,0.00188326917123049,-65,-3,TRUE
"296",0.370242248147221,2936.02,-0.0758637860417366,-65,-2.5,TRUE
"297",0.350249996891728,2874.31,NA,-65,-2,TRUE
"298",0.299966103580582,2793.25,NA,-65,-1.5,TRUE
"299",0.309289121504594,2829.28,NA,-65,-1,TRUE
"300",0.275364762858341,2925.44,NA,-65,-0.5,TRUE
"301",0.283699946263574,3050.06,NA,-65,0,TRUE
"302",0.296916067177522,3251.2,NA,-65,0.5,TRUE
"303",0.341348722420711,3491.99,NA,-65,1,TRUE
"304",0.331079438153435,1094.33,NA,-64.5,-12,TRUE
"305",0.346098939577738,1212.86,NA,-64.5,-11.5,TRUE
"306",0.335594744909377,1447.82,-0.314318835735321,-64.5,-11,TRUE
"307",0.291204894881651,1574.12,NA,-64.5,-10.5,TRUE
"308",0.332589142232002,1747.11,0.620005130767822,-64.5,-10,TRUE
"309",0.294193350750467,1760.53,NA,-64.5,-9.5,TRUE
"310",0.270245641284078,1633.14,2.75180506706238,-64.5,-9,TRUE
"311",0.304604713631208,1497.78,NA,-64.5,-8.5,TRUE
"312",0.242066652544083,1359.8,NA,-64.5,-8,TRUE
"313",0.252728921395761,1287.29,NA,-64.5,-7.5,TRUE
"314",0.252644856770833,1342.66,NA,-64.5,-7,TRUE
"315",0.298519167406806,1441.42,NA,-64.5,-6.5,TRUE
"316",0.26095821011451,1683.69,NA,-64.5,-6,TRUE
"317",0.297435107054534,2117.9,NA,-64.5,-5.5,TRUE
"318",0.323702496693547,2517.31,NA,-64.5,-5,TRUE
"319",0.236851566716244,2812.03,NA,-64.5,-4.5,TRUE
"320",0.31316031728472,3031.01,NA,-64.5,-4,TRUE
"321",0.300704321569326,3158.14,NA,-64.5,-3.5,TRUE
"322",0.303314551042999,3181.82,NA,-64.5,-3,TRUE
"323",0.307338518453828,3128.23,NA,-64.5,-2.5,TRUE
"324",0.300634347874185,2804.11,NA,-64.5,-2,TRUE
"325",0.283567916953957,2750.53,NA,-64.5,-1.5,TRUE
"326",0.283658000838804,2843.64,NA,-64.5,-1,TRUE
"327",0.27424487771914,2947.05,NA,-64.5,-0.5,TRUE
"328",0.228275157035665,3031.8,NA,-64.5,0,TRUE
"329",0.228311769890063,3128.36,NA,-64.5,0.5,TRUE
"330",0.367488926854627,3224.92,NA,-64.5,1,TRUE
"331",0.324519952138265,1939.12,NA,-64.5,4,TRUE
"332",0.290279191115807,1351.39,NA,-64,-12.5,TRUE
"333",0.283356680386308,1343.09,-0.0283408798277378,-64,-12,TRUE
"334",0.311043893704649,1487.26,NA,-64,-11.5,TRUE
"335",0.323764285882754,1673.42,NA,-64,-11,TRUE
"336",0.227690793906048,1645.01,0.129368096590042,-64,-10.5,TRUE
"337",0.211829713674692,1683.18,0.251908600330353,-64,-10,TRUE
"338",0.212772130966187,1641.77,NA,-64,-9.5,TRUE
"339",0.287590460343794,1423.43,NA,-64,-9,TRUE
"340",0.34081334653108,1293.92,0.247265443205833,-64,-8.5,TRUE
"341",0.333555685149299,1345.26,NA,-64,-8,TRUE
"342",0.321280837059021,1494.12,NA,-64,-7.5,TRUE
"343",0.357297012771385,1608.47,0.035945937037468,-64,-7,TRUE
"344",0.287815453871241,1638.77,NA,-64,-6.5,TRUE
"345",0.278610103177709,1704.8,NA,-64,-6,TRUE
"346",0.313566712348227,1912.62,NA,-64,-5.5,TRUE
"347",0.304355550019637,2185.76,NA,-64,-5,TRUE
"348",0.283418225542304,2475.73,-0.0835015699267387,-64,-4.5,TRUE
"349",0.290762475065863,2759.79,NA,-64,-4,TRUE
"350",0.287259387583868,2987.19,NA,-64,-3.5,TRUE
"351",0.288064725300264,3097.49,NA,-64,-3,TRUE
"352",0.20042218764623,3090.82,NA,-64,-2.5,TRUE
"353",0.319964408874512,3015.61,NA,-64,-2,TRUE
"354",0.32561738440331,2966.79,NA,-64,-1.5,TRUE
"355",0.299967676798503,2951.96,NA,-64,-1,TRUE
"356",0.261283267034243,2938.79,NA,-64,-0.5,TRUE
"357",0.281491542684621,2913.14,NA,-64,0,TRUE
"358",0.274853867544255,2863.09,NA,-64,0.5,TRUE
"359",0.281481681986058,2742.23,NA,-64,1,TRUE
"360",0.331309611663158,2509.01,NA,-64,1.5,TRUE
"361",0.338065870085114,2354.6,NA,-64,2.5,TRUE
"362",0.249087200326435,2211.89,NA,-64,3,TRUE
"363",0.337502230430136,2085.02,NA,-64,3.5,TRUE
"364",0.275981689754285,1351.39,NA,-63.5,-12.5,TRUE
"365",0.202078580856323,1343.09,NA,-63.5,-12,TRUE
"366",0.338175426829945,1645.01,NA,-63.5,-10.5,TRUE
"367",0.330934928013728,1683.18,0.0705689564347267,-63.5,-10,TRUE
"368",0.280192569450096,1641.77,0.361520826816559,-63.5,-9.5,TRUE
"369",0.30187973162023,1423.43,NA,-63.5,-9,TRUE
"370",0.303641898959291,1293.92,0.446339428424835,-63.5,-8.5,TRUE
"371",0.288507863879204,1345.26,NA,-63.5,-8,TRUE
"372",0.305374083920234,1494.12,NA,-63.5,-7.5,TRUE
"373",0.312740025917689,1608.47,NA,-63.5,-7,TRUE
"374",0.299187870427507,1638.77,NA,-63.5,-6.5,TRUE
"375",0.299017785500652,1704.8,NA,-63.5,-6,TRUE
"376",0.285229842786844,1912.62,NA,-63.5,-5.5,TRUE
"377",0.219091689449617,2185.76,NA,-63.5,-5,TRUE
"378",0.276931858062744,2475.73,NA,-63.5,-4.5,TRUE
"379",0.284006834030151,2987.19,NA,-63.5,-3.5,TRUE
"380",0.315822555905297,3097.49,NA,-63.5,-3,TRUE
"381",0.397454467474246,3090.82,NA,-63.5,-2.5,TRUE
"382",0.306335748131595,3015.61,NA,-63.5,-2,TRUE
"383",0.305382102283079,2966.79,NA,-63.5,-1.5,TRUE
"384",0.257651819659106,2951.96,NA,-63.5,-1,TRUE
"385",0.222153528553906,2938.79,-0.116220563650131,-63.5,-0.5,TRUE
"386",0.286256192261691,2913.14,NA,-63.5,0,TRUE
"387",0.200698152402552,2863.09,NA,-63.5,0.5,TRUE
"388",0.284294806870838,2742.23,NA,-63.5,1,TRUE
"389",0.356513324345926,2509.01,NA,-63.5,1.5,TRUE
"390",0.26824595711448,2307.47,NA,-63.5,2,TRUE
"391",0.256533028243424,2354.6,NA,-63.5,2.5,TRUE
"392",0.325398313826409,2211.89,NA,-63.5,3,TRUE
"393",0.329420062021596,2085.02,NA,-63.5,3.5,TRUE
"394",0.341706275939941,1618.53,NA,-63,-12.5,TRUE
"395",0.298759651184082,1582.07,-0.645986676216125,-63,-12,TRUE
"396",0.31168908658235,1648.39,0.0585521049797535,-63,-11.5,TRUE
"397",0.378448257761553,1674.98,-0.0005385423428379,-63,-11,TRUE
"398",0.360451320706285,1569.55,0.0346028693020344,-63,-10.5,TRUE
"399",0.270139071146647,1586.05,0.165498271584511,-63,-10,TRUE
"400",0.274924421173008,1760.91,0.0663559660315514,-63,-9.5,TRUE
"401",0.325616117419887,1546.71,0.179612711071968,-63,-9,TRUE
"402",0.279633941033458,1359.26,NA,-63,-8.5,TRUE
"403",0.273165260314941,1507.74,NA,-63,-8,TRUE
"404",0.188345257116824,1769.39,NA,-63,-7.5,TRUE
"405",0.232888658841451,1959.06,NA,-63,-7,TRUE
"406",0.264719128608704,2050.68,NA,-63,-6.5,TRUE
"407",0.39998197555542,2537.61,NA,-63,-5.5,TRUE
"408",0.262811165589553,2657.97,NA,-63,-5,TRUE
"409",0.369684618572856,2803.63,NA,-63,-4.5,TRUE
"410",0.34271697437062,2934.65,0.00951872859150171,-63,-4,TRUE
"411",0.305156540870667,3031.02,NA,-63,-3.5,TRUE
"412",0.316913569415057,3064.03,-0.117355071008205,-63,-3,TRUE
"413",0.33605833270333,3032.66,NA,-63,-2.5,TRUE
"414",0.339496981302897,3000.22,NA,-63,-2,TRUE
"415",0.344483491950678,3010.65,NA,-63,-1.5,TRUE
"416",0.268132970002198,3024.86,NA,-63,-1,TRUE
